209	
1	‘Abdu’l-Khaliq's	Abdu'l-Khaliq's
3	‘Abdu’l-Khaliq-i-Iṣfahání	Abdu'l-Khaliq-i-Isfahani
1	‘Abdu’l-Khaliq-i-Yazdí	Abdu'l-Khaliq-i-Yazdi
1	‘Abdu’l-Khattab's	Abdu'l-Khattab's
1	‘Abdu’l-Kháliq	Abdu'l-Kháliq
4	‘Abdu’l-Latif	Abdu'l-Latif
1	‘Abdu’l-M	Abdu'l-M
1	‘Abdu’l-M's	Abdu'l-M's
1	‘Abdu’l-MS	Abdu'l-MS
1	‘Abdu’l-MajTd	Abdu'l-MajTd
12	‘Abdu’l-Majíd	Abdu'l-Majid
2	‘Abdu’l-Majíd	Abdu'l-Majíd
1	‘Abdu’l-Majíd	Abdul-Majid
1	‘Abdu’l-Majíd	‘Abdu'l-Majíd
1	‘Abdu’l-Majíd	‘Abdu’l-Majid
3	‘Abdu’l-Majíd-i-<u>Sh</u>írází	Abdu'l-Majid-i-Shirazi
1	‘Abdu’l-Majíd-i-Mará<u>gh</u>i'í	Abdu'l-Majid-i-Maraghi'i
4	‘Abdu’l-Majíd-i-Nishapuri	Abdu'l-Majid-i-Nishapuri
1	‘Abdu’l-Majíd-i-Shalfurush	Abdu'l-Majid-i-Shalfurush
1	‘Abdu’l-Malik	Abdi'l-Malik
3	‘Abdu’l-Malik	Abdu'l-Malik
1	‘Abdu’l-Malik's	Abdu'l-Malik's
2	‘Abdu’l-Mu'min	Abdu'l-Mu'min
1	‘Abdu’l-Mun'im	Abdu'l-Mun'im
1	‘Abdu’l-Muttalib	'Abdu'l-Muttalib
3	‘Abdu’l-Muttalib	Abdu'l-Muttalib
2	‘Abdu’l-Muttallib	Abdu'l-Muttallib
1	‘Abdu’l-Muḥammad-i-Irani	Abdu'l-Muhammad-i-Irani
1	‘Abdu’l-Qadir	Abdu'l-Qadir
1	‘Abdu’l-Qadir-i-Gilani	Abdu'l-Qadir-i-Gilani
1	‘Abdu’l-Qani	Abdu'l-Qani
1	‘Abdu’l-Qani's	Abdu'l-Qani's
1	‘Abdu’l-Qaniy-i-Ardikani	Abdu'l-Qaniy-i-Ardikani
1	‘Abdu’l-Qays	Abdi'l-Qays
2	‘Abdu’l-Qayyum	Abdu'l-Qayyum
1	‘Abdu’l-Quddús	Abdu'l-Quddus
1	‘Abdu’l-Qádir	Abdu'l-Qádir
1	‘Abdu’l-Qásim	‘Abdu'l-Qásim
1	‘Abdu’l-Ra'uf	Abdu'l-Ra'uf
2	‘Abdu’l-Rahman	Abdu'l-Rahman
1	‘Abdu’l-Ral$m	Abdu'l-Ral$m
1	‘Abdu’l-Raḥím	Abdu'l-Rahim
1	‘Abdu’l-Raḥím	Abdu'l-Raḥím
1	‘Abdu’l-Raḥím-i-Qannad	Abdu'l-Rahim-i-Qannad
1	‘Abdu’l-Rsh&	Abdu'l-Rsh&
8	‘Abdu’l-Vahhab	Abdu'l-Vahhab
1	‘Abdu’l-Vahhab's	Abdu'l-Vahhab's
3	‘Abdu’l-Vahhab-i-<u>Sh</u>írází	Abdu'l-Vahhab-i-Shirazi
1	‘Abdu’l-Vahhab-i-Zanjani	Abdu'l-Vahhab-i-Zanjani
2	‘Abdu’l-Vahháb	Abdu'l-Vahháb
1	‘Abdu’l-Vahháb	‘Abdu'l-Vahháb
1	‘Abdu’l-Vasi	Abdu'l-Vasi
1	‘Abdu’l-W	Abdu'l-W
1	‘Abdu’l-WY	Abdu'l-WY
4	‘Abdu’l-Wahhab	Abdu'l-Wahhab
1	‘Abdu’l-Wasi	Abdu'l-Wasi
1	‘Abdu’l-Ws	Abdu'l-Ws
2	‘Abdu’l-]Ḥamíd	Abdu'l-]Hamid
1	‘Abdu’l-_Ghaffár	Abdu'l-_Ghaffár
1	‘Abdu’l-_Kh_áliq-i-I.sfáhání	‘Abdu'l-_Kh_áliq-i-I.sfáhání
1	‘Abdu’l-and	Abdu'l-and
1	‘Abdu’l-baha	Abdu'l-baha
1	‘Abdu’l-held	Abdu'l-held
1	‘Abdu’l-i-Qarabaghi	Abdil-i-Qarabaghi
1	‘Abdu’l-m	Abdu'l-m
1	‘Abdu’l-ms	Abdu'l-ms
2	‘Abdu’l-na's	Abdu'l-na's
1	‘Abdu’l-nor	Abdu'l-nor
1	‘Abdu’l-ti	Abdu'l-ti
1	‘Abdu’l-w	Abdu'l-w
1	‘Abdu’l-wabhab	Abdu'l-wabhab
2	‘Abdu’l-~aha	Abdu'l-~aha
1	‘Abdu’l-‘A.zím	Abdu'l-‘A.zím
2	‘Abdu’l-‘Alí	Abdu'l-'Ali
1	‘Abdu’l-‘Alíy-i-Hirati	Abdu'l-'Aliy-i-Hirati
1	‘Abdu’l-‘Az^z	‘Abdu'l-‘Az^z
1	‘Abdu’l-‘Az~m	Abdu'l-‘Az~m
35	‘Abdu’l-‘Azíz	Abdu'l-'Aziz
3	‘Abdu’l-‘Azíz	Abdu'l-'Azíz
11	‘Abdu’l-‘Azíz	Abdu'l-Aziz
2	‘Abdu’l-‘Azíz	Abdu'l-Azíz
3	‘Abdu’l-‘Azíz	Abdul-Aziz
1	‘Abdu’l-‘Azíz	‘Abdu'l-'Aziz
2	‘Abdu’l-‘Azíz	‘Abdu'l-'Azíz
2	‘Abdu’l-‘Azíz	‘Abdu’l-‘Aziz
1	‘Abdu’l-‘Azíz's	Abdu'l-'Aziz's
1	‘Abdu’l-‘Azíz's	Abdul-Aziz's
16	‘Abdu’l-‘Aẓím	Abdu'l-'Azim
1	‘Abdu’l-‘Aẓím	Abdu'l-'Azím
1	‘Abdu’l-‘Aẓím	Abdu'l-Azim
1	‘Abdu’l-‘Aẓím	Abdul-Azim
1	‘Abdu’l-‘Aẓím	‘Abdu’l-Azim
1	‘Abdu’l-‘Aẓím-i-Khu'i	Abdu'l-'Azim-i-Khu'i
50	‘Abdu’l-Ḥamíd	Abdu'l-Hamid
4	‘Abdu’l-Ḥamíd	Abdu'l-Hamíd
1	‘Abdu’l-Ḥamíd	Abdul-Hamid
1	‘Abdu’l-Ḥamíd	‘Abdu'l-Hamid
1	‘Abdu’l-Ḥamíd	‘Abdu'l-Ḥamíd
13	‘Abdu’l-Ḥamíd's	Abdu'l-Hamid's
1	‘Abdu’l-Ḥamíd-<u>Kh</u>án	Abdul-Hamid-Khan
1	‘Abdu’l-Ḥamíd-Ishraq	Abdu'l-Hamid-Ishraq
3	‘Abdu’l-Ḥamíd-i-Ishraq	Abdu'l-Hamid-i-Ishraq
1	‘Abdu’l-Ḥasan	Abdu'l-Hasan
1	‘Abdu’l-Ḥusayn	Abdu'1-Husayn
1	‘Abdu’l-Ḥusayn	Abdu'L-Husayn
1	‘Abdu’l-Ḥusayn	Abdu'l-Husain
24	‘Abdu’l-Ḥusayn	Abdu'l-Husayn
1	‘Abdu’l-Ḥusayn	Abdul-Husayn
1	‘Abdu’l-Ḥusayn	‘Abdu'l-Ḥusayn
1	‘Abdu’l-Ḥusayn	‘Abdu’l-Husayn
2	‘Abdu’l-Ḥusayn's	Abdu'l-Husayn's
1	‘Abdu’l-Ḥusayn-i-	Abdu'l-Ḥusayn-i-
1	‘Abdu’l-Ḥusayn-i-Iraqi	Abdu'l-Husayn-i-Iraqi
1	‘Abdu’l-Ḥusayn-i-Lari	Abdu'l-Husayn-i-Lari
1	‘Abdu’l-Ḥusayn-i-Rafi'a	Abdu'l-Husayn-i-Rafi'a
1	‘Abdu’l-Ḥusayn-i-Samandar	Abdu'l-Husayn-i-Samandar
4	‘Abdu’l-Ḥusayn-i-Ṭihrání	Abdu'l-Husayn-i-Tihrani
1	‘Abdu’l-Ḥusayn-i-Ṭihrání	Abdu'l-Ḥusayn-i-Ṭihrání
1	‘Abdu’l43ah	Abdu'143ah
1	‘Abdu’l88hB	Abdu'188hB
2	‘Abdu’l:Bahá	Abdu'l:Baha
2	‘Abdu’l:Bahá's	Abdu'l:Baha's
1	‘Abdu’l[sic	Abdul[sic
1	‘Abdu’lláh	'Abdu'llah
1	‘Abdu’lláh	'Abdu'lláh
40	‘Abdu’lláh	Abdu'llah
4	‘Abdu’lláh	Abdu'lláh
1	‘Abdu’lláh	Abdulla
17	‘Abdu’lláh	Abdullah
1	‘Abdu’lláh	Abdulláh
1	‘Abdu’lláh	‘Abdu'lláh
1	‘Abdu’lláh	‘Abdu’llah
6	‘Abdu’lláh's	Abdu'llah's
1	‘Abdu’lláh's	Abdullah's
1	‘Abdu’lláh's	Abdulláh's
1	‘Abdu’lláh-Pá<u>sh</u>á	‘Abdu’llah-Pasha
1	‘Abdu’lláh-al-Mahd	Abdu'llah-al-Mahd
1	‘Abdu’lláh-i-	Abdu'llah-i-
1	‘Abdu’lláh-i-<u>Sh</u>írází	Abdu'llah-i-Shirazi
1	‘Abdu’lláh-i-Bahbahani	Abdu'llah-i-Bahbahani
1	‘Abdu’lláh-i-Bihbahani	Abdu'llah-i-Bihbahani
1	‘Abdu’lláh-i-Bihbihani	Abdu'llah-i-Bihbihani
1	‘Abdu’lláh-i-Buka	Abdu'llah-i-Buka
1	‘Abdu’lláh-i-Burújirdí	Abdu'llah-i-Burujirdi
1	‘Abdu’lláh-i-Faḍil	Abdu'llah-i-Fadil
1	‘Abdu’lláh-i-Faḍil-i-Zarqani	Abdu'llah-i-Fadil-i-Zarqani
1	‘Abdu’lláh-i-Ghawgha	Abdu'llah-i-Ghawgha
1	‘Abdu’lláh-i-Najafabadi	Abdu'llah-i-Najafabadi
1	‘Abdu’lláh-i-Núrí	Abdu'llah-i-Nuri
3	‘Abdu’lláh-i-Qazvini	Abdu'llah-i-Qazvini
3	‘Abdu’lláh-i-Sahih-Furush	Abdu'llah-i-Sahih-Furush
1	‘Abdu’lláh-i-Ubayy	'Abdu'llah-i-Ubayy
1	‘Abdu’lláh-i-Ubayy	Abdu'llah-i-Ubayy
1	‘Abdu’lláh-i-Ubayy	‘Abdu'lláh-i-Ubayy
1	‘Abdu’lláh-i-‘Arab	Abdu'llah-i-'Arab
1	‘Abdu’lláh-iUbayy	'Abdu'llah-iUbayy
1	‘Abdu’l~Azim	Abdu'l~Azim
2	‘Abdu’l~Bahá	Abdu'l~Baha
1	‘Abdu’l·Bahá	Abdu'I·Baha
1	‘Abdu’l·Bahá	Abdu'l·Baha
1	‘Abdu’l·Bahá	Abdu'l·Bahá
1	‘Abdu’l‑	Abdu'l‑
1	‘Abdu’l‑Bahá	Abdu'l‑Baha
1	’Abu’l-Faḍl	’Abul-Fazl
1	‘Akká	'Akka
25	‘Akká	Acca
126	‘Akká	Akka
19	‘Akká	Akká
7	‘Akká	‘Akka
2	‘Akká to visit the grave of ‘Alí-Muḥammad Varqá's	Akka to visit the grave of 'Ali Muhammad Varqa's
1	‘Akká".{128}	Akka".{128}
1	‘Akká'; also the ‘Alí-Akbar	Acca'; also the Ali Akbar
7	‘Akká's	Akka's
1	‘Akká(1868-	Akka(1868-
1	‘Akká, Mírzá Muḥammad-‘Alí	Akka, Mirza Muhammad 'Ali
1	‘Akká, ‘Abdu’l-Bahá	Acca, Abdul Baha
1	‘Akká,+	Akka,+
1	‘Akká.+	Akka.+
1	‘Akká....[39-	Akka....[39-
1	‘Akká.[E	Akka.[E
1	‘Akká.\	Akká.\
1	‘Akká</i>	Akká</i>
4	‘Akká}	Acca}
5	‘Akká}	Akka}
2	‘Akká}	Akká}
1	‘Akká’s	Acca’s
4	‘Alá’	Ala
2	‘Alá’	Alá
3	‘Alá’u'd-Dawlih	Ala'u'd-Dawla
3	‘Alá’u'd-Dawlih	Ala'u'd-Dawlih
1	‘Alá’u'd-Dawlih	Alá'u'd-Dawlih
1	‘Alá’u'd-Dawlih	‘Ala'u'd-Dawla
1	‘Alá’u'd-Dawlih's	Ala'u'd-Dawlih's
3	‘Alá’u'd-Dín	Ala'u'd-Din
2	‘Alá’u'l-Mulk	Ala'u'l-Mulk
1	‘Alá’u-s-Saltana	Ala'u-s-Saltana
1	‘Alá’u’d-Dín	‘Ala’u’d-Din
1	‘Alá’u’d-Dín	’Ala’u’d-Din
1	‘Alí	'Ali
127	‘Alí	Ali
18	‘Alí	Alí
7	‘Alí	‘Ali
1	‘Alí"—the	Ali"—the
1	‘Alí'-Akbar	Ali'-Akbar
35	‘Alí's	Ali's
2	‘Alí's	Alí's
1	‘Alí,[2-	Ali,[2-
1	‘Alí,brother	Ali,brother
3	‘Alí-	Ali-
3	‘Alí-'Askar	Ali-'Askar
2	‘Alí-'Askar	Alí-'Askar
1	‘Alí-'Askar-i-Tabrízí	Ali-'Askar-i-Tabrizi
2	‘Alí-<u>Kh</u>án	Ali-Khan
1	‘Alí-<u>Kh</u>án-i-Máh-Kú'i	Ali-Khan-i-Mah-Ku'i
1	‘Alí-<u>Kh</u>án-i-Núrí	Ali-Khan-i-Nuri
2	‘Alí-<u>Sh</u>áh	Ali-Shah
8	‘Alí-Akbar	Ali Akbar
36	‘Alí-Akbar	Ali-Akbar
1	‘Alí-Akbar	Ali-Akbár
3	‘Alí-Akbar	Alí Akbar
4	‘Alí-Akbar	Alí-Akbar
1	‘Alí-Akbar <u>Kh</u>án	Ali Akbar Khan
3	‘Alí-Akbar Furútan	Ali Akbar Furutan
1	‘Alí-Akbar Furútan	Alí Akbar Furutan
2	‘Alí-Akbar Kamálof	Ali Akbar Kamalof
1	‘Alí-Akbar's	Ali Akbar's
4	‘Alí-Akbar's	Ali-Akbar's
1	‘Alí-Akbar, the Bahá’í	Ali Akbar, the Bahai
1	‘Alí-Akbar-Ardistani	Ali-Akbar-Ardistani
1	‘Alí-Akbar-Quchani	Ali-Akbar-Quchani
2	‘Alí-Akbar-i-	Ali-Akbar-i-
1	‘Alí-Akbar-i-<u>Kh</u>urasání	Ali-Akbar-i-Khurasani
1	‘Alí-Akbar-i-<u>Sh</u>áhmírzád	Ali-Akbar-i-Shahmirzad
1	‘Alí-Akbar-i-<u>Sh</u>áhmírzádí	Ali-Akbar-i-Shahmiradi
12	‘Alí-Akbar-i-<u>Sh</u>áhmírzádí	Ali-Akbar-i-Shahmirzadi
4	‘Alí-Akbar-i-Ardistani	Ali-Akbar-i-Ardistani
2	‘Alí-Akbar-i-Banna	Ali-Akbar-i-Banna
1	‘Alí-Akbar-i-Bujnurdi	Ali-Akbar-i-Bujnurdi
2	‘Alí-Akbar-i-Dahaji	Ali-Akbar-i-Dahaji
1	‘Alí-Akbar-i-Dahiji	Ali-Akbar-i-Dahiji
1	‘Alí-Akbar-i-Dihaji	Ali-Akbar-i-Dihaji
1	‘Alí-Akbar-i-Hakkak	Ali-Akbar-i-Hakkak
1	‘Alí-Akbar-i-Ká*sh	Ali-Akbar-i-Ká*sh
1	‘Alí-Akbar-i-Muhibb'us-Sulṭán	Ali-Akbar-i-Muhibb'us-Sultan
1	‘Alí-Akbar-i-Najjar	Ali-Akbar-i-Najjar
1	‘Alí-Akbar-i-Nakhjavani	Ali-Akbar-i-Nakhjavani
1	‘Alí-Akbar-i-Naraqi	Ali-Akbar-i-Naraqi
5	‘Alí-Akbar-i-Quchani	Ali-Akbar-i-Quchani
2	‘Alí-Akbar-i-Rafsanjani	Ali-Akbar-i-Rafsanjani
1	‘Alí-Akbar-i-[_Sh]ahmírzádí	Alí-Akbar-i-[_Sh]ahmírzádí
1	‘Alí-Akbru	Ali-Akbru
11	‘Alí-Asghar	Ali-Asghar
1	‘Alí-Asghar	Alí-Asghar
1	‘Alí-Asghar-i-Hikmat	Ali-Asghar-i-Hikmat
5	‘Alí-Ashraf	Ali-Ashraf
4	‘Alí-Askar	Ali-Askar
1	‘Alí-Askar-i-Shal-Baf	Ali-Askar-i-Shal-Baf
1	‘Alí-Haydar	Ali-Haydar
1	‘Alí-Haydar-i-Shirvani	Ali-Haydar-i-Shirvani
2	‘Alí-Ibn-i-Abu	Ali-Ibn-i-Abu
1	‘Alí-Ilahi	Ali-Ilahi
3	‘Alí-Jan	Ali-Jan
1	‘Alí-Jan's	Ali-Jan's
34	‘Alí-Kuli	Ali-Kuli
2	‘Alí-Kuli-<u>Kh</u>án	Ali-Kuli-Khan
1	‘Alí-M&ammad	Ali-M&ammad
1	‘Alí-M+mmad	Ali-M+mmad
1	‘Alí-M@am-mad	Ali-M@am-mad
1	‘Alí-M@mmad	Ali-M@mmad
4	‘Alí-Mardan	Ali-Mardan
1	‘Alí-Mu\:tammad	Ali-Mu\:tammad
1	‘Alí-Muh	Ali-Muh
2	‘Alí-Murad	Ali-Murad
3	‘Alí-Muḥammad	Ali Mohammed
14	‘Alí-Muḥammad	Ali Muhammad
1	‘Alí-Muḥammad	Ali-Mohammed
41	‘Alí-Muḥammad	Ali-Muhammad
4	‘Alí-Muḥammad	Alí Muhammad
5	‘Alí-Muḥammad	Alí-Muhammad
1	‘Alí-Muḥammad	Alí-Muḥammad
1	‘Alí-Muḥammad	‘Ali Muḥammad
1	‘Alí-Muḥammad	‘Ali-Muḥammad
1	‘Alí-Muḥammad	‘Alí Muḥammad
1	‘Alí-Muḥammad <u>Sh</u>írází	Ali Mohammed Shirazi
1	‘Alí-Muḥammad <u>Sh</u>írází	Ali Muhammad Shirazi
1	‘Alí-Muḥammad <u>Sh</u>írází, the Báb	Ali Muhammad Shirazi, the Bab
1	‘Alí-Muḥammad Varqá	Ali Mohammad Varqa
12	‘Alí-Muḥammad Varqá	Ali Muhammad Varqa
2	‘Alí-Muḥammad Varqá and Rúḥu’lláh	Ali Muhammad Varqa and Ruhu'llah
2	‘Alí-Muḥammad Varqá's	Ali Muhammad Varqa's
1	‘Alí-Muḥammad the Báb, by Mírzá Ḥusayn	Alí Muhammad the Báb, by Mírzá Huseyn
3	‘Alí-Muḥammad's	Ali Muhammad's
3	‘Alí-Muḥammad's	Ali-Muhammad's
1	‘Alí-Muḥammad's	Alí Muhammad's
1	‘Alí-Muḥammad's	Alí-Muhammad's
1	‘Alí-Muḥammad, declared himself in <u>Sh</u>íráz	Ali Muhammad, declared himself in Shiraz
1	‘Alí-Muḥammad, the Báb	Ali Muhammad, the Bab
1	‘Alí-Muḥammad-i-<u>Sh</u>írází	Ali-Muhammad-i-Shirazi
1	‘Alí-Muḥammad-i-Mustawfi	Ali-Muhammad-i-Mustawfi
1	‘Alí-Muḥammad-i-Núrí	Ali-Muhammad-i-Nuri
1	‘Alí-Muḥammad-i-Rawdih-<u>Kh</u>án	Ali-Muhammad-i-Rawdih-Khan
1	‘Alí-Muḥammad-i-Sarraj	Ali-Muhammad-i-Sarraj
1	‘Alí-Muḥammad-i-Siraj	Ali-Muhammad-i-Siraj
1	‘Alí-Muḥammad-i-Siráj	Alí-Muhammad-i-Siráj
9	‘Alí-Muḥammad-i-Varqá	Ali-Muhammad-i-Varqa
1	‘Alí-Mírzá	Alí-Mírzá
3	‘Alí-Naqi	Ali-Naqi
1	‘Alí-Naqi	‘Ali-Naqi
1	‘Alí-Naqiy-i-Nishapuri	Ali-Naqiy-i-Nishapuri
1	‘Alí-Naqiy-i-Simnani	Ali-Naqiy-i-Simnani
1	‘Alí-Parib	Ali-Parib
3	‘Alí-Pá<u>sh</u>á	Ali-Pasha
1	‘Alí-Qabl-i-Muḥammad	Ali-Qabl-i-Muhammad
5	‘Alí-Quli	Ali-Quli
1	‘Alí-Q~di	Ali-Q~di
3	‘Alí-Riday-i-Mustawfi	Ali-Riday-i-Mustawfi
1	‘Alí-Riday-i-Sha'r-Baf	Ali-Riday-i-Sha'r-Baf
1	‘Alí-Riday-i-Sunji	Ali-Riday-i-Sunji
4	‘Alí-Riḍá	Ali-Rida
1	‘Alí-Riḍá's	Ali-Rida's
1	‘Alí-Shir-i-Nava'i	Ali-Shir-i-Nava'i
1	‘Alí-Talib	Ali-Talib
1	‘Alí-abad	Ali-abad
1	‘Alí-i-I:)izfuli	Ali-i-I:)izfuli
2	‘Alí-ibn-i-Abi-Talib	Ali-ibn-i-Abi-Talib
1	‘Alí-ibn-i-Musa	Ali-ibn-i-Musa
1	‘Alí-ite	Ali-ite
1	‘Alí-qull	Ali-qull
1	‘Alí-Áqá	Ali-Aqa
1	‘Alí-Ḥusayn	Ali-Husayn
1	‘Alí_sh_áh	Alí_sh_áh
4	‘Alíy-i	Aliy-i
1	‘Alíy-i	Alíy-i
2	‘Alíy-i-	Aliy-i-
1	‘Alíy-i-'Azim	Aliy-i-'Azim
4	‘Alíy-i-Afnán	Aliy-i-Afnan
1	‘Alíy-i-Arbab	Aliy-i-Arbab
7	‘Alíy-i-Bastamí	Aliy-i-Bastami
1	‘Alíy-i-Bastamí	Alíy-i-Bastamí
1	‘Alíy-i-Bastamí}	Aliy-i-Bastami}
1	‘Alíy-i-Burújirdí	Aliy-i-Burujirdi
1	‘Alíy-i-Hayiri	Aliy-i-Hayiri
1	‘Alíy-i-Iṣfahání	Aliy-i-Isfahani
5	‘Alíy-i-Kani	Aliy-i-Kani
1	‘Alíy-i-Kaní	Alíy-i-Kaní
4	‘Alíy-i-Kirmán<u>sh</u>áhí	Aliy-i-Kirmanshahi
1	‘Alíy-i-Kirmání	Aliy-i-Kirmani
1	‘Alíy-i-Kirmání	Alíy-i-Kirmani
1	‘Alíy-i-Lás-Furú<u>sh</u>	Aliy-i-Las-Furush
1	‘Alíy-i-Lás-Furú<u>sh</u>	Aliy-i-Lash-Furush
1	‘Alíy-i-Lás-Furú<u>sh</u>.[1]He	Aliy-i-Las-Furush.[1]He
1	‘Alíy-i-Mará<u>gh</u>i'í	Aliy-i-Maraghi'i
1	‘Alíy-i-Misri	Aliy-i-Misri
1	‘Alíy-i-Málmírí	Aliy-i-Malmiri
5	‘Alíy-i-Mírí	Aliy-i-Miri
1	‘Alíy-i-Mírí	Aliy-i-Mlri
2	‘Alíy-i-Nayrízí	Aliy-i-Nayrizi
4	‘Alíy-i-Núrí	Aliy-i-Nuri
1	‘Alíy-i-Pishnamaz	Aliy-i-Pishnamaz
1	‘Alíy-i-Razi	Aliy-i-Razi
1	‘Alíy-i-Sabzivárí	Aliy-i-Sabzavari
2	‘Alíy-i-Sabzivárí	Aliy-i-Sabzivari
1	‘Alíy-i-Sabzivárí	Alíy-i-Sabzivárí
1	‘Alíy-i-Sardár	Aliy-i-Sardar
9	‘Alíy-i-Sayyah	Aliy-i-Sayyah
1	‘Alíy-i-Sayyah-i-Mará<u>gh</u>i'í	Aliy-i-Sayyah-i-Maraghi'i
1	‘Alíy-i-Sayyáh	Alíy-i-Sayyáh
3	‘Alíy-i-Tabrízí	Aliy-i-Tabrizi
1	‘Alíy-i-Tafrí<u>sh</u>í	Aliy-i-Tafrishi
1	‘Alíy-i-Tur<u>sh</u>ízí	Aliy-i-Turshizi
5	‘Alíy-i-Yazdí	Aliy-i-Yazdi
1	‘Alíy-i-Zan~ini	Aliy-i-Zan~ini
1	‘Alíy-i-Zunúzí	Aliy-i-Zunuzi
3	‘Alíy-i-‘Arab	Aliy-i-'Arab
1	‘Alíy-i-Ṭihrání	Aliy-i-Tihrani
1	‘Alí}	Ali}
1	‘Alí}	Alí}
1	‘Alí~z~ster	Ali~z~ster
1	‘Alí—a	Ali—a
1	‘Alí’s	Ali’s
2	‘Alí’s	‘Ali’s
1	‘Alí—that	Ali—that
1	‘Alí—within	Ali—within
7	‘Arab	Arab
1	‘Arab's	Arab's
2	‘Arab-Baghi	Arab-Baghi
2	‘Arab-i-<u>Kh</u>án	Arab-i-Khan
28	‘Azíz	Aziz
4	‘Azíz	Azíz
1	‘Azíz's	Aziz's
3	‘Azízu’lláh	Aziz'u'llah
1	‘Azízu’lláh	Aziz'ullah
18	‘Azízu’lláh	Azizu'llah
6	‘Azízu’lláh	Azizullah
1	‘Azízu’lláh	Azízu'llah
2	‘Azízu’lláh	Azízu'lláh
1	‘Azízu’lláh's	Azizu'llah's
1	‘Azízu’lláh-Jadhdhab	Aziz'u'llah-Jadhdhab
1	‘Azízu’lláh-i-Ja*dhdh	Azízu'lláh-i-Ja*dhdh
4	‘Azízu’lláh-i-Jadhdhab	Azizu'llah-i-Jadhdhab
1	‘Azízu’lláh-i-Misbah	Azizu'llah-i-Misbah
7	‘Aẓamat	Azamat
1	ḤAẒÍRA	HAZIRA
3	ḤAẒÍRATU’L-QUDS	HAZIRATU'L-QUDS
1	‘Bahá’u’lláh’s	‘Baha’u’llah’s
1	‑Bahá’í	‑Baha'i
1	‘Bahá’í	‘Bahai
1	‘Bahá’í	‘Baha’i
1	‘I<u>sh</u>qábád	Eshkabad
6	‘I<u>sh</u>qábád	Ishkabad
49	‘I<u>sh</u>qábád	Ishqabad
1	‘I<u>sh</u>qábád	‘Ishqabad
1	‘I<u>sh</u>qábád,+	Ishqabad,+
1	‘I<u>sh</u>qábád.+	Ishqabad.+
1	‘I<u>sh</u>qábád.{219}	Ishqabad.{219}
6	ṬIHRÁN	TEHERAN
1	ṬIHRÁN	TEHRAN
8	ṬIHRÁN	TIHRAN
1	‘INÁYATU’LLÁH	INAYATU'LLAH
3	‘IRÁQ	IRAQ
2	‘IZZAT	IZZAT
8	‘Ilm	Ilm
1	‘Ilm-i-Kelam	Ilm-i-Kelam
1	‘Ilm-i-nujum	Ilm-i-nujum
1	‘Ilm-i-rami	Ilm-i-rami
1	‘Ináyatu’lláh	Enayat'u'llah
6	‘Ináyatu’lláh	Inayatu'llah
1	‘Ináyatu’lláh's	Inayat'ullah's
1	‘Ináyatu’lláh's	Inayatu'llah's
1	‘Iráq	'Iráq
90	‘Iráq	Iraq
4	‘Iráq	Iráq
1	‘Iráq	‘Iraq
6	‘Iráq's	Iraq's
1	‘Iráq-i-'Ajam	Iraq-i-'Ajam
1	‘Iráq-i-'Ajami	Iraq-i-'Ajami
1	‘Iráq-i-‘Arab	Iraq-i-'Arab
1	‘Iráq."(M	Iraq."(M
1	‘Iráq.'{	Iraq.'{
1	‘Iráq.[13-	Iraq.[13-
1	‘Iráq.}[3O	Iráq.}[3O
1	‘Iráq}	Iraq}
1	‘Izzat	Ezzat
17	‘Izzat	Izzat
1	‘Izzat's	Izzat's
1	‘Izzat-i-Ṭabíbí	Izzat-i-Ṭabíbí
2	‘Izzat-Áqá	Izzat-Aqa
1	‘UMAR	UMAR
1	ḤUQÚQ	HUQUQ
3	ḤUQÚQU’LLÁH	HUQUQU'LLAH
1	ḤUSAYN	HOSSAIN
2	ḤUSAYN	HUSAYN
1	ḤUSAYN	HUSSEIN
1	ḤUSAYN-I-ASHCHI	HUSAYN-I-ASHCHI
1	ḤUSAYN-I-IṢFAHÁNÍ	HUSAYN-I-ISFAHANI
1	ḤUSAYN-I-NA'L-BAND	HUSAYN-I-NA'L-BAND
1	ḤUSAYN-‘ALÍ	HUSAYN-'ALI
2	‘Ulamá	Ulema
2	‘Ulamás	Ulemas
30	‘Umar	Umar
8	‘Umar's	Umar's
1	‘Umar-al-Ashraf	Umar-al-Ashraf
2	‘Umar-i-<u>Kh</u>ayyám	Umar-i-Khayyam
1	‘Umarþwho	Umarþwho
31	Ṭabarsí	Tabarsi
8	Ṭabarsí	Tabarsí
1	Ṭabarsí.[13-	Tabarsi.[13-
1	Ṭabarsí}	Tabarsi}
1	Ḥabíb’u’lláh	Habbibollah
1	Ḥabíb’u’lláh	Habibollah
2	Ṣadru’ṣ-Ṣudúr	Sadru's-Sudur
21	Ḥadí<u>th</u>	Hadith
3	Ḥadí<u>th</u>	Hadíth
1	Ḥadí<u>th</u>-i-Abu	Hadith-i-Abu
3	Ḥadí<u>th</u>-i-Jabir	Hadith-i-Jabir
2	Ḥadí<u>th</u>-i-Ma<u>sh</u>íyyat	Hadith-i-Mashiyyat
2	Ḥadí<u>th</u>-i-Qudsi	Hadith-i-Qudsi
5	Ḥadí<u>th</u>}	Hadith}
2	Ḥadí<u>th</u>}	Hadíth}
1	Ḥajíbu’d-Dawlih	Hajeb-ed-Doulet
